EventType,TimeStart,TimeEnd,Duration,EventName
DRIVER,1747259030026755947,1747259030026756393,446,cuModuleGetLoadingMode
DRIVER,1747259030029643145,1747259030029643738,593,cuDeviceGetCount
DRIVER,1747259030029644342,1747259030029644421,79,cuDeviceGet
DRIVER,1747259030029645110,1747259030029651861,6751,cuDeviceGetName
DRIVER,1747259030029652287,1747259030029655664,3377,cuDeviceTotalMem_v2
DRIVER,1747259030029655868,1747259030029656588,720,cuDeviceGetAttribute
DRIVER,1747259030029656678,1747259030029656752,74,cuDeviceGetAttribute
DRIVER,1747259030029656850,1747259030029657077,227,cuDeviceGetAttribute
DRIVER,1747259030029657156,1747259030029657215,59,cuDeviceGetAttribute
DRIVER,1747259030029657280,1747259030029657452,172,cuDeviceGetAttribute
DRIVER,1747259030029657515,1747259030029665668,8153,cuDeviceGetAttribute
DRIVER,1747259030029665768,1747259030029665844,76,cuDeviceGetAttribute
DRIVER,1747259030029665917,1747259030029665971,54,cuDeviceGetAttribute
DRIVER,1747259030029666050,1747259030029666108,58,cuDeviceGetAttribute
DRIVER,1747259030029666179,1747259030029666322,143,cuDeviceGetAttribute
DRIVER,1747259030029666389,1747259030029666573,184,cuDeviceGetAttribute
DRIVER,1747259030029666636,1747259030029666688,52,cuDeviceGetAttribute
DRIVER,1747259030029666754,1747259030029666805,51,cuDeviceGetAttribute
DRIVER,1747259030029666870,1747259030029666922,52,cuDeviceGetAttribute
DRIVER,1747259030029666989,1747259030029667040,51,cuDeviceGetAttribute
DRIVER,1747259030029667103,1747259030029667268,165,cuDeviceGetAttribute
DRIVER,1747259030029667332,1747259030029667384,52,cuDeviceGetAttribute
DRIVER,1747259030029667448,1747259030029667500,52,cuDeviceGetAttribute
DRIVER,1747259030029667565,1747259030029667620,55,cuDeviceGetAttribute
DRIVER,1747259030029667686,1747259030029667743,57,cuDeviceGetAttribute
DRIVER,1747259030029667807,1747259030029667859,52,cuDeviceGetAttribute
DRIVER,1747259030029667924,1747259030029667976,52,cuDeviceGetAttribute
DRIVER,1747259030029668040,1747259030029668091,51,cuDeviceGetAttribute
DRIVER,1747259030029668156,1747259030029668213,57,cuDeviceGetAttribute
DRIVER,1747259030029668278,1747259030029668330,52,cuDeviceGetAttribute
DRIVER,1747259030029668394,1747259030029668446,52,cuDeviceGetAttribute
DRIVER,1747259030029668511,1747259030029668564,53,cuDeviceGetAttribute
DRIVER,1747259030029668628,1747259030029668679,51,cuDeviceGetAttribute
DRIVER,1747259030029668744,1747259030029668795,51,cuDeviceGetAttribute
DRIVER,1747259030029668861,1747259030029668913,52,cuDeviceGetAttribute
DRIVER,1747259030029668976,1747259030029669029,53,cuDeviceGetAttribute
DRIVER,1747259030029669093,1747259030029669145,52,cuDeviceGetAttribute
DRIVER,1747259030029669209,1747259030029669262,53,cuDeviceGetAttribute
DRIVER,1747259030029669326,1747259030029669378,52,cuDeviceGetAttribute
DRIVER,1747259030029669442,1747259030029669495,53,cuDeviceGetAttribute
DRIVER,1747259030029669560,1747259030029669613,53,cuDeviceGetAttribute
DRIVER,1747259030029669677,1747259030029669730,53,cuDeviceGetAttribute
DRIVER,1747259030029669794,1747259030029669845,51,cuDeviceGetAttribute
DRIVER,1747259030029669909,1747259030029669962,53,cuDeviceGetAttribute
DRIVER,1747259030029670027,1747259030029670079,52,cuDeviceGetAttribute
DRIVER,1747259030029670144,1747259030029670196,52,cuDeviceGetAttribute
DRIVER,1747259030029670260,1747259030029670312,52,cuDeviceGetAttribute
DRIVER,1747259030029670376,1747259030029670428,52,cuDeviceGetAttribute
DRIVER,1747259030029670492,1747259030029670544,52,cuDeviceGetAttribute
DRIVER,1747259030029670608,1747259030029670660,52,cuDeviceGetAttribute
DRIVER,1747259030029670725,1747259030029670777,52,cuDeviceGetAttribute
DRIVER,1747259030029670841,1747259030029670894,53,cuDeviceGetAttribute
DRIVER,1747259030029670958,1747259030029671011,53,cuDeviceGetAttribute
DRIVER,1747259030029671075,1747259030029671119,44,cuDeviceGetAttribute
DRIVER,1747259030029671181,1747259030029671233,52,cuDeviceGetAttribute
DRIVER,1747259030029671297,1747259030029671348,51,cuDeviceGetAttribute
DRIVER,1747259030029671412,1747259030029671464,52,cuDeviceGetAttribute
DRIVER,1747259030029671527,1747259030029671579,52,cuDeviceGetAttribute
DRIVER,1747259030029671643,1747259030029671695,52,cuDeviceGetAttribute
DRIVER,1747259030029671757,1747259030029671808,51,cuDeviceGetAttribute
DRIVER,1747259030029671870,1747259030029702024,30154,cuDeviceGetAttribute
DRIVER,1747259030029702119,1747259030029702188,69,cuDeviceGetAttribute
DRIVER,1747259030029702262,1747259030029702322,60,cuDeviceGetAttribute
DRIVER,1747259030029702397,1747259030029702543,146,cuDeviceGetAttribute
DRIVER,1747259030029702611,1747259030029702664,53,cuDeviceGetAttribute
DRIVER,1747259030029702732,1747259030029702788,56,cuDeviceGetAttribute
DRIVER,1747259030029702854,1747259030029702912,58,cuDeviceGetAttribute
DRIVER,1747259030029702978,1747259030029703035,57,cuDeviceGetAttribute
DRIVER,1747259030029703098,1747259030029703168,70,cuDeviceGetAttribute
DRIVER,1747259030029703234,1747259030029703288,54,cuDeviceGetAttribute
DRIVER,1747259030029703350,1747259030029703407,57,cuDeviceGetAttribute
DRIVER,1747259030029703472,1747259030029703522,50,cuDeviceGetAttribute
DRIVER,1747259030029703586,1747259030029703637,51,cuDeviceGetAttribute
DRIVER,1747259030029703700,1747259030029703751,51,cuDeviceGetAttribute
DRIVER,1747259030029703813,1747259030029703864,51,cuDeviceGetAttribute
DRIVER,1747259030029703928,1747259030029703977,49,cuDeviceGetAttribute
DRIVER,1747259030029704040,1747259030029704092,52,cuDeviceGetAttribute
DRIVER,1747259030029704154,1747259030029704206,52,cuDeviceGetAttribute
DRIVER,1747259030029704269,1747259030029704505,236,cuDeviceGetAttribute
DRIVER,1747259030029704568,1747259030029704620,52,cuDeviceGetAttribute
DRIVER,1747259030029704683,1747259030029704735,52,cuDeviceGetAttribute
DRIVER,1747259030029704797,1747259030029704849,52,cuDeviceGetAttribute
DRIVER,1747259030029704909,1747259030029725093,20184,cuDeviceGetAttribute
DRIVER,1747259030029725190,1747259030029725249,59,cuDeviceGetAttribute
DRIVER,1747259030029725324,1747259030029725475,151,cuDeviceGetAttribute
DRIVER,1747259030029725544,1747259030029725598,54,cuDeviceGetAttribute
DRIVER,1747259030029725668,1747259030029725722,54,cuDeviceGetAttribute
DRIVER,1747259030029725787,1747259030029725839,52,cuDeviceGetAttribute
DRIVER,1747259030029725905,1747259030029725961,56,cuDeviceGetAttribute
DRIVER,1747259030029726024,1747259030029726076,52,cuDeviceGetAttribute
DRIVER,1747259030029726140,1747259030029726880,740,cuDeviceGetAttribute
DRIVER,1747259030029726952,1747259030029727014,62,cuDeviceGetAttribute
DRIVER,1747259030029727088,1747259030029727144,56,cuDeviceGetAttribute
DRIVER,1747259030029727217,1747259030029727274,57,cuDeviceGetAttribute
DRIVER,1747259030029727338,1747259030029727756,418,cuDeviceGetAttribute
DRIVER,1747259030029727843,1747259030029727900,57,cuDeviceGetAttribute
DRIVER,1747259030029727963,1747259030029728302,339,cuDeviceGetAttribute
DRIVER,1747259030029728363,1747259030029728413,50,cuDeviceGetAttribute
DRIVER,1747259030029728474,1747259030029728531,57,cuDeviceGetAttribute
DRIVER,1747259030029728592,1747259030029728637,45,cuDeviceGetAttribute
DRIVER,1747259030029729098,1747259030029729176,78,cuDeviceGetUuid
DRIVER,1747259030029729257,1747259030029729329,72,cuDeviceGetAttribute
DRIVER,1747259030029729388,1747259030029729439,51,cuDeviceGetAttribute
DRIVER,1747259030029729499,1747259030029729551,52,cuDeviceGetAttribute
DRIVER,1747259030029729610,1747259030029729655,45,cuDeviceGetAttribute
DRIVER,1747259030029729714,1747259030029730193,479,cuDeviceGetAttribute
DRIVER,1747259030029730252,1747259030029730321,69,cuDeviceGetAttribute
DRIVER,1747259030029730379,1747259030029730431,52,cuDeviceGetAttribute
DRIVER,1747259030029730491,1747259030029730671,180,cuDeviceGetAttribute
DRIVER,1747259030029730731,1747259030029730860,129,cuDeviceGetAttribute
DRIVER,1747259030029730921,1747259030029730973,52,cuDeviceGetAttribute
DRIVER,1747259030029731032,1747259030029731084,52,cuDeviceGetAttribute
DRIVER,1747259030029731144,1747259030029731299,155,cuDeviceGetAttribute
DRIVER,1747259030029731359,1747259030029731410,51,cuDeviceGetAttribute
DRIVER,1747259030029731468,1747259030029731667,199,cuDeviceGetAttribute
DRIVER,1747259030029731727,1747259030029731779,52,cuDeviceGetAttribute
DRIVER,1747259030029731839,1747259030029731895,56,cuDeviceGetAttribute
RUNTIME,1747259030029779757,1747259030029782569,2812,cudaGetDeviceCount_v3020
RUNTIME,1747259030029783222,1747259030029783572,350,cudaDeviceGetAttribute_v5000
RUNTIME,1747259030029783673,1747259030029783864,191,cudaDeviceGetAttribute_v5000
RUNTIME,1747259030029783938,1747259030029784057,119,cudaDeviceGetAttribute_v5000
RUNTIME,1747259030029784386,1747259030029784505,119,cudaDeviceGetAttribute_v5000
RUNTIME,1747259030029784573,1747259030029804860,20287,cudaDeviceGetAttribute_v5000
RUNTIME,1747259030029805153,1747259030081079935,51274782,cudaSetDevice_v3020
RUNTIME,1747259030081080688,1747259030081081586,898,cudaDeviceGetAttribute_v5000
RUNTIME,1747259030081081754,1747259030081081887,133,cudaDeviceGetAttribute_v5000
RUNTIME,1747259030081083758,1747259030081145498,61740,cudaGetDeviceProperties_v2_v12000
RUNTIME,1747259030081743961,1747259030081807664,63703,cudaMallocPitch_v3020
RUNTIME,1747259030081810620,1747259030081932571,121951,cudaMemcpy_v3020
RUNTIME,1747259030081932967,1747259030082023607,90640,cudaMalloc_v3020
RUNTIME,1747259030082023826,1747259030082063801,39975,cudaMalloc_v3020
RUNTIME,1747259030082064375,1747259030082064573,198,cudaCreateChannelDesc_v3020
RUNTIME,1747259030082064746,1747259030082101935,37189,cudaMallocArray_v3020
RUNTIME,1747259030082102305,1747259030082102692,387,cudaGetLastError_v3020
RUNTIME,1747259030082102941,1747259030082113072,10131,cudaCreateTextureObject_v5000
DRIVER,1747259030090444488,1747259030090445734,1246,cuInit
DRIVER,1747259030090447444,1747259030090447506,62,cuDriverGetVersion
DRIVER,1747259030090447870,1747259030090447995,125,cuCtxGetCurrent
DRIVER,1747259030090448125,1747259030090448225,100,cuCtxGetDevice
DRIVER,1747259030090459447,1747259030090459487,40,cuCtxGetCurrent
DRIVER,1747259030090459906,1747259030090460242,336,cuCtxPushCurrent_v2
DRIVER,1747259030090460488,1747259030090460526,38,cuCtxGetCurrent
DRIVER,1747259030090460620,1747259030090460662,42,cuCtxGetDevice
DRIVER,1747259030090460890,1747259030090461141,251,cuDeviceGetAttribute
DRIVER,1747259030090461217,1747259030090461272,55,cuDeviceGetAttribute
DRIVER,1747259030090461348,1747259030090461501,153,cuDeviceGetAttribute
DRIVER,1747259030090461574,1747259030090461800,226,cuDeviceGetAttribute
DRIVER,1747259030090461868,1747259030090461968,100,cuDeviceGetAttribute
DRIVER,1747259030090462035,1747259030090462079,44,cuDeviceGetAttribute
DRIVER,1747259030090462604,1747259030090469154,6550,cuDeviceGetName
DRIVER,1747259030090469799,1747259030090480587,10788,cuMemGetInfo_v2
DRIVER,1747259030090480924,1747259030090481032,108,cuCtxPopCurrent_v2
DRIVER,1747259030090511063,1747259030090511130,67,cuCtxPushCurrent_v2
DRIVER,1747259030090511265,1747259030090511310,45,cuCtxGetCurrent
DRIVER,1747259030090511727,1747259030090785452,273725,cuModuleLoadData
DRIVER,1747259030090796928,1747259030090796994,66,cuCtxGetCurrent
DRIVER,1747259030090797946,1747259030090847786,49840,cuMemAlloc_v2
DRIVER,1747259030090851114,1747259030090851657,543,cuPointerGetAttribute
DRIVER,1747259030090851975,1747259030091922863,1070888,cuMemcpyHtoD_v2
DRIVER,1747259030091923760,1747259030091925007,1247,cuModuleGetGlobal_v2
DRIVER,1747259030091925189,1747259030091958032,32843,cuMemcpyHtoD_v2
DRIVER,1747259030091964572,1747259030091965393,821,cuFuncGetAttribute
DRIVER,1747259030091965493,1747259030091965569,76,cuFuncGetAttribute
DRIVER,1747259030091965647,1747259030091965752,105,cuFuncGetAttribute
DRIVER,1747259030091965826,1747259030091965882,56,cuFuncGetAttribute
DRIVER,1747259030091965953,1747259030091966009,56,cuFuncGetAttribute
DRIVER,1747259030091966081,1747259030091966144,63,cuFuncGetAttribute
DRIVER,1747259030091966210,1747259030091966264,54,cuFuncGetAttribute
DRIVER,1747259030091966329,1747259030091966384,55,cuFuncGetAttribute
DRIVER,1747259030091966446,1747259030091966738,292,cuFuncGetAttribute
DRIVER,1747259030091966801,1747259030091966893,92,cuFuncGetAttribute
DRIVER,1747259030091967633,1747259030091968356,723,cuOccupancyMaxActiveBlocksPerMultiprocessor
DRIVER,1747259030091969064,1747259030091969362,298,cuCtxPopCurrent_v2
DRIVER,1747259030091988158,1747259030091988250,92,cuCtxPushCurrent_v2
DRIVER,1747259030091988382,1747259030091988479,97,cuCtxGetCurrent
DRIVER,1747259030091988709,1747259030092127213,138504,cuModuleLoadData
DRIVER,1747259030092136929,1747259030092137010,81,cuCtxGetCurrent
DRIVER,1747259030092137197,1747259030092137483,286,cuModuleGetGlobal_v2
DRIVER,1747259030092137584,1747259030092140718,3134,cuMemcpyHtoD_v2
DRIVER,1747259030092140948,1747259030092141145,197,cuFuncGetAttribute
DRIVER,1747259030092141211,1747259030092141292,81,cuFuncGetAttribute
DRIVER,1747259030092141369,1747259030092141453,84,cuFuncGetAttribute
DRIVER,1747259030092141527,1747259030092141571,44,cuFuncGetAttribute
DRIVER,1747259030092141634,1747259030092141686,52,cuFuncGetAttribute
DRIVER,1747259030092141744,1747259030092141795,51,cuFuncGetAttribute
DRIVER,1747259030092141863,1747259030092141902,39,cuFuncGetAttribute
DRIVER,1747259030092141957,1747259030092141998,41,cuFuncGetAttribute
DRIVER,1747259030092142062,1747259030092142165,103,cuFuncGetAttribute
DRIVER,1747259030092142227,1747259030092142297,70,cuFuncGetAttribute
DRIVER,1747259030092142457,1747259030092142739,282,cuOccupancyMaxActiveBlocksPerMultiprocessor
DRIVER,1747259030092142983,1747259030092143092,109,cuCtxPopCurrent_v2
DRIVER,1747259030092144446,1747259030092144518,72,cuCtxPushCurrent_v2
DRIVER,1747259030092144872,1747259030092198938,54066,cuMemAlloc_v2
DRIVER,1747259030092199130,1747259030092199194,64,cuCtxPopCurrent_v2
DRIVER,1747259030092200492,1747259030092200555,63,cuCtxGetCurrent
DRIVER,1747259030092200674,1747259030092200763,89,cuCtxGetDevice
DRIVER,1747259030092201784,1747259030092201823,39,cuCtxGetCurrent
DRIVER,1747259030092201935,1747259030092202003,68,cuCtxPushCurrent_v2
DRIVER,1747259030092202084,1747259030092202123,39,cuCtxGetCurrent
DRIVER,1747259030092202218,1747259030092202253,35,cuCtxGetDevice
DRIVER,1747259030092202485,1747259030092202700,215,cuDeviceGetAttribute
DRIVER,1747259030092202766,1747259030092202910,144,cuDeviceGetAttribute
DRIVER,1747259030092202975,1747259030092203035,60,cuDeviceGetAttribute
DRIVER,1747259030092203106,1747259030092203186,80,cuDeviceGetAttribute
DRIVER,1747259030092203259,1747259030092203360,101,cuDeviceGetAttribute
DRIVER,1747259030092203429,1747259030092203475,46,cuDeviceGetAttribute
DRIVER,1747259030092203702,1747259030092206317,2615,cuDeviceGetName
DRIVER,1747259030092206592,1747259030092213358,6766,cuMemGetInfo_v2
DRIVER,1747259030092213609,1747259030092213687,78,cuCtxPopCurrent_v2
DRIVER,1747259030092223778,1747259030092223832,54,cuCtxPushCurrent_v2
DRIVER,1747259030092223897,1747259030092223940,43,cuCtxGetCurrent
DRIVER,1747259030092224086,1747259030092317275,93189,cuModuleLoadData
DRIVER,1747259030092325093,1747259030092325133,40,cuCtxGetCurrent
DRIVER,1747259030092325259,1747259030092325521,262,cuModuleGetGlobal_v2
DRIVER,1747259030092325615,1747259030092328128,2513,cuMemcpyHtoD_v2
DRIVER,1747259030092328228,1747259030092328386,158,cuFuncGetAttribute
DRIVER,1747259030092328451,1747259030092328530,79,cuFuncGetAttribute
DRIVER,1747259030092328595,1747259030092328652,57,cuFuncGetAttribute
DRIVER,1747259030092328717,1747259030092328761,44,cuFuncGetAttribute
DRIVER,1747259030092328822,1747259030092328877,55,cuFuncGetAttribute
DRIVER,1747259030092328934,1747259030092328989,55,cuFuncGetAttribute
DRIVER,1747259030092329054,1747259030092329097,43,cuFuncGetAttribute
DRIVER,1747259030092329153,1747259030092329200,47,cuFuncGetAttribute
DRIVER,1747259030092329267,1747259030092329369,102,cuFuncGetAttribute
DRIVER,1747259030092329422,1747259030092329498,76,cuFuncGetAttribute
DRIVER,1747259030092329642,1747259030092329832,190,cuOccupancyMaxActiveBlocksPerMultiprocessor
DRIVER,1747259030092330107,1747259030092330189,82,cuCtxPopCurrent_v2
DRIVER,1747259030092340453,1747259030092340507,54,cuCtxPushCurrent_v2
DRIVER,1747259030092340578,1747259030092340618,40,cuCtxGetCurrent
DRIVER,1747259030092340718,1747259030092417765,77047,cuModuleLoadData
DRIVER,1747259030092424024,1747259030092424075,51,cuCtxGetCurrent
DRIVER,1747259030092424210,1747259030092424417,207,cuModuleGetGlobal_v2
DRIVER,1747259030092424487,1747259030092426475,1988,cuMemcpyHtoD_v2
DRIVER,1747259030092426733,1747259030092426819,86,cuFuncGetAttribute
DRIVER,1747259030092426882,1747259030092426932,50,cuFuncGetAttribute
DRIVER,1747259030092426995,1747259030092427038,43,cuFuncGetAttribute
DRIVER,1747259030092427098,1747259030092427139,41,cuFuncGetAttribute
DRIVER,1747259030092427200,1747259030092427238,38,cuFuncGetAttribute
DRIVER,1747259030092427327,1747259030092427378,51,cuFuncGetAttribute
DRIVER,1747259030092427432,1747259030092427472,40,cuFuncGetAttribute
DRIVER,1747259030092427545,1747259030092427583,38,cuFuncGetAttribute
DRIVER,1747259030092427635,1747259030092427733,98,cuFuncGetAttribute
DRIVER,1747259030092427785,1747259030092427838,53,cuFuncGetAttribute
DRIVER,1747259030092427944,1747259030092428084,140,cuOccupancyMaxActiveBlocksPerMultiprocessor
DRIVER,1747259030092428217,1747259030092428283,66,cuCtxPopCurrent_v2
DRIVER,1747259030092428869,1747259030092428921,52,cuCtxPushCurrent_v2
DRIVER,1747259030092429010,1747259030092475177,46167,cuMemAlloc_v2
DRIVER,1747259030092475316,1747259030092475383,67,cuCtxPopCurrent_v2
RUNTIME,1747259030094395579,1747259030094898690,503111,cudaGraphicsGLRegisterBuffer_v3020
RUNTIME,1747259030094899258,1747259030094899642,384,cudaGetLastError_v3020
RUNTIME,1747259030094931100,1747259030094957452,26352,cudaMemcpy2DToArray_v3020
CONCURRENT_KERNEL,1747259030095102375,1747259030095110087,7712,advectVelocity_k
RUNTIME,1747259030094958739,1747259030095100986,142247,cudaLaunchKernel_v7000
RUNTIME,1747259030095101264,1747259030095101398,134,cudaGetLastError_v3020
CONCURRENT_KERNEL,1747259030095111719,1747259030095116871,5152,vector_fft_r2c
DRIVER,1747259030095104501,1747259030095109566,5065,cuLaunchKernel
CONCURRENT_KERNEL,1747259030095117639,1747259030095124167,6528,regular_fft
DRIVER,1747259030095110192,1747259030095112646,2454,cuLaunchKernel
CONCURRENT_KERNEL,1747259030095124903,1747259030095129575,4672,vector_fft_r2c
DRIVER,1747259030095113046,1747259030095115157,2111,cuLaunchKernel
CONCURRENT_KERNEL,1747259030095130375,1747259030095136711,6336,regular_fft
DRIVER,1747259030095115308,1747259030095117206,1898,cuLaunchKernel
CONCURRENT_KERNEL,1747259030095140295,1747259030095147559,7264,diffuseProject_k
RUNTIME,1747259030095117986,1747259030095129523,11537,cudaLaunchKernel_v7000
RUNTIME,1747259030095129719,1747259030095129793,74,cudaGetLastError_v3020
CONCURRENT_KERNEL,1747259030095148327,1747259030095154791,6464,regular_fft
DRIVER,1747259030095130276,1747259030095132298,2022,cuLaunchKernel
CONCURRENT_KERNEL,1747259030095155560,1747259030095160487,4927,vector_fft_c2r
DRIVER,1747259030095132506,1747259030095134795,2289,cuLaunchKernel
CONCURRENT_KERNEL,1747259030095161224,1747259030095167496,6272,regular_fft
DRIVER,1747259030095135129,1747259030095137195,2066,cuLaunchKernel
CONCURRENT_KERNEL,1747259030095168231,1747259030095172840,4609,vector_fft_c2r
DRIVER,1747259030095137347,1747259030095139150,1803,cuLaunchKernel
CONCURRENT_KERNEL,1747259030095176360,1747259030095181192,4832,updateVelocity_k
RUNTIME,1747259030095139555,1747259030095149781,10226,cudaLaunchKernel_v7000
RUNTIME,1747259030095149957,1747259030095150014,57,cudaGetLastError_v3020
RUNTIME,1747259030095150377,1747259030095924369,773992,cudaGraphicsMapResources_v3020
RUNTIME,1747259030095924665,1747259030095924771,106,cudaGetLastError_v3020
RUNTIME,1747259030095924978,1747259030095926412,1434,cudaGraphicsResourceGetMappedPointer_v3020
RUNTIME,1747259030095926520,1747259030095926561,41,cudaGetLastError_v3020
CONCURRENT_KERNEL,1747259030096294580,1747259030096309493,14913,advectParticles_k
RUNTIME,1747259030095926959,1747259030095940763,13804,cudaLaunchKernel_v7000
RUNTIME,1747259030095940969,1747259030095941014,45,cudaGetLastError_v3020
RUNTIME,1747259030095941165,1747259030095946488,5323,cudaGraphicsUnmapResources_v3020
RUNTIME,1747259030095946619,1747259030095946676,57,cudaGetLastError_v3020
RUNTIME,1747259030098135583,1747259030098151849,16266,cudaMemcpy2DToArray_v3020
CONCURRENT_KERNEL,1747259030098402348,1747259030098409453,7105,advectVelocity_k
RUNTIME,1747259030098152640,1747259030098158317,5677,cudaLaunchKernel_v7000
RUNTIME,1747259030098158583,1747259030098158723,140,cudaGetLastError_v3020
CONCURRENT_KERNEL,1747259030098410221,1747259030098415213,4992,vector_fft_r2c
DRIVER,1747259030098160291,1747259030098162906,2615,cuLaunchKernel
CONCURRENT_KERNEL,1747259030098416013,1747259030098422541,6528,regular_fft
DRIVER,1747259030098163346,1747259030098165353,2007,cuLaunchKernel
CONCURRENT_KERNEL,1747259030098423373,1747259030098428013,4640,vector_fft_r2c
DRIVER,1747259030098165689,1747259030098167805,2116,cuLaunchKernel
CONCURRENT_KERNEL,1747259030098428909,1747259030098435181,6272,regular_fft
DRIVER,1747259030098167937,1747259030098169754,1817,cuLaunchKernel
CONCURRENT_KERNEL,1747259030098435949,1747259030098443021,7072,diffuseProject_k
RUNTIME,1747259030098170129,1747259030098172516,2387,cudaLaunchKernel_v7000
RUNTIME,1747259030098172658,1747259030098172724,66,cudaGetLastError_v3020
CONCURRENT_KERNEL,1747259030098443757,1747259030098450189,6432,regular_fft
DRIVER,1747259030098173149,1747259030098175041,1892,cuLaunchKernel
CONCURRENT_KERNEL,1747259030098451053,1747259030098455917,4864,vector_fft_c2r
DRIVER,1747259030098175229,1747259030098177332,2103,cuLaunchKernel
CONCURRENT_KERNEL,1747259030098456781,1747259030098463053,6272,regular_fft
DRIVER,1747259030098177649,1747259030098179426,1777,cuLaunchKernel
CONCURRENT_KERNEL,1747259030098463854,1747259030098468526,4672,vector_fft_c2r
DRIVER,1747259030098179569,1747259030098181292,1723,cuLaunchKernel
CONCURRENT_KERNEL,1747259030098469261,1747259030098474094,4833,updateVelocity_k
RUNTIME,1747259030098181625,1747259030098183794,2169,cudaLaunchKernel_v7000
RUNTIME,1747259030098183938,1747259030098183997,59,cudaGetLastError_v3020
RUNTIME,1747259030098184223,1747259030098189841,5618,cudaGraphicsMapResources_v3020
RUNTIME,1747259030098189937,1747259030098189978,41,cudaGetLastError_v3020
RUNTIME,1747259030098190117,1747259030098190961,844,cudaGraphicsResourceGetMappedPointer_v3020
RUNTIME,1747259030098191050,1747259030098191088,38,cudaGetLastError_v3020
CONCURRENT_KERNEL,1747259030098476270,1747259030098489102,12832,advectParticles_k
RUNTIME,1747259030098191321,1747259030098193620,2299,cudaLaunchKernel_v7000
RUNTIME,1747259030098193761,1747259030098193801,40,cudaGetLastError_v3020
RUNTIME,1747259030098193950,1747259030098197257,3307,cudaGraphicsUnmapResources_v3020
RUNTIME,1747259030098197354,1747259030098197394,40,cudaGetLastError_v3020
RUNTIME,1747259030098415718,1747259030098435608,19890,cudaMemcpy2DToArray_v3020
CONCURRENT_KERNEL,1747259030098500078,1747259030098506798,6720,advectVelocity_k
RUNTIME,1747259030098436517,1747259030098443159,6642,cudaLaunchKernel_v7000
RUNTIME,1747259030098443420,1747259030098443579,159,cudaGetLastError_v3020
CONCURRENT_KERNEL,1747259030098507630,1747259030098512526,4896,vector_fft_r2c
DRIVER,1747259030098445560,1747259030098449097,3537,cuLaunchKernel
CONCURRENT_KERNEL,1747259030098513294,1747259030098519598,6304,regular_fft
DRIVER,1747259030098449607,1747259030098452485,2878,cuLaunchKernel
CONCURRENT_KERNEL,1747259030098520494,1747259030098525070,4576,vector_fft_r2c
DRIVER,1747259030098452868,1747259030098454881,2013,cuLaunchKernel
CONCURRENT_KERNEL,1747259030098525838,1747259030098532142,6304,regular_fft
DRIVER,1747259030098455029,1747259030098457057,2028,cuLaunchKernel
CONCURRENT_KERNEL,1747259030098532878,1747259030098540046,7168,diffuseProject_k
RUNTIME,1747259030098457491,1747259030098460135,2644,cudaLaunchKernel_v7000
RUNTIME,1747259030098460308,1747259030098460383,75,cudaGetLastError_v3020
CONCURRENT_KERNEL,1747259030098540878,1747259030098547214,6336,regular_fft
DRIVER,1747259030098460925,1747259030098463223,2298,cuLaunchKernel
CONCURRENT_KERNEL,1747259030098548078,1747259030098552911,4833,vector_fft_c2r
DRIVER,1747259030098463420,1747259030098465543,2123,cuLaunchKernel
CONCURRENT_KERNEL,1747259030098553742,1747259030098560015,6273,regular_fft
DRIVER,1747259030098465878,1747259030098467646,1768,cuLaunchKernel
CONCURRENT_KERNEL,1747259030098560782,1747259030098565454,4672,vector_fft_c2r
DRIVER,1747259030098467773,1747259030098469723,1950,cuLaunchKernel
CONCURRENT_KERNEL,1747259030098566287,1747259030098571054,4767,updateVelocity_k
RUNTIME,1747259030098470050,1747259030098472182,2132,cudaLaunchKernel_v7000
RUNTIME,1747259030098472326,1747259030098472367,41,cudaGetLastError_v3020
RUNTIME,1747259030098472596,1747259030098482875,10279,cudaGraphicsMapResources_v3020
RUNTIME,1747259030098482997,1747259030098483041,44,cudaGetLastError_v3020
RUNTIME,1747259030098483166,1747259030098484204,1038,cudaGraphicsResourceGetMappedPointer_v3020
RUNTIME,1747259030098484289,1747259030098484328,39,cudaGetLastError_v3020
CONCURRENT_KERNEL,1747259030109700526,1747259030109717518,16992,advectParticles_k
RUNTIME,1747259030098484580,1747259030098486844,2264,cudaLaunchKernel_v7000
RUNTIME,1747259030098486992,1747259030098487031,39,cudaGetLastError_v3020
RUNTIME,1747259030098487177,1747259030098490597,3420,cudaGraphicsUnmapResources_v3020
RUNTIME,1747259030098490714,1747259030098490756,42,cudaGetLastError_v3020
RUNTIME,1747259030109599013,1747259030109627570,28557,cudaMemcpy2DToArray_v3020
CONCURRENT_KERNEL,1747259030109732078,1747259030109739246,7168,advectVelocity_k
RUNTIME,1747259030109629039,1747259030109636194,7155,cudaLaunchKernel_v7000
RUNTIME,1747259030109636519,1747259030109636673,154,cudaGetLastError_v3020
CONCURRENT_KERNEL,1747259030109740462,1747259030109745422,4960,vector_fft_r2c
DRIVER,1747259030109639566,1747259030109642847,3281,cuLaunchKernel
CONCURRENT_KERNEL,1747259030109746158,1747259030109752654,6496,regular_fft
DRIVER,1747259030109643360,1747259030109645729,2369,cuLaunchKernel
CONCURRENT_KERNEL,1747259030109753519,1747259030109758095,4576,vector_fft_r2c
DRIVER,1747259030109646111,1747259030109648034,1923,cuLaunchKernel
CONCURRENT_KERNEL,1747259030109758862,1747259030109765199,6337,regular_fft
